Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
batch,50,709,737,749,757,770,350,770,0.000%,28.85170,31.67,9.02
TOTAL,50,709,737,749,757,770,350,770,0.000%,28.85170,31.67,9.02
