Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
batch,150,700,735,944,985,1039,339,1046,0.000%,86.55511,95.01,27.05
TOTAL,150,700,735,944,985,1039,339,1046,0.000%,86.55511,95.01,27.05
